id,birthdate,deathdate,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,city,state,county,zip,lat,lon
e019d0db-35d0-9bee-c8d9-76036a7f618a,1932-06-14,unknown,Ms.,Ninfa662,Parker433,unknown,unknown,S,black,nonhispanic,F,South Duxbury  Massachusetts  US,643 Spinka Rue,Boston,Massachusetts,Suffolk County,2203.0,42.35381606211526,-70.9863267
c249fd8d-38fa-e836-dc53-f04364e988e9,1933-12-09,unknown,Mr.,Paris331,Welch179,unknown,unknown,M,white,nonhispanic,M,Somerville  Massachusetts  US,616 Beatty Path Unit 3,Quincy,Massachusetts,Norfolk County,2170.0,42.29272125601334,-71.04296069
19fa4e8b-62d9-0c8e-a046-33976641084b,1975-02-22,unknown,Mrs.,Sheba703,Miller503,unknown,Legros616,M,asian,nonhispanic,F,Watertown  Massachusetts  US,838 Mayer Branch Unit 53,Quincy,Massachusetts,Norfolk County,2186.0,42.31445189649408,-71.05728314
9a942ecb-92a7-4bd2-444c-f99ceebe25d0,1931-12-04,unknown,Mrs.,Keisha459,Wolf938,unknown,Greenholt190,M,white,nonhispanic,F,Swansea  Massachusetts  US,637 Ward Road Suite 42,Cohasset,Massachusetts,Norfolk County,2131.5,42.21663543662213,-70.82513722
f06ef2bf-a35c-b6d6-44db-149397b5bd26,1981-08-05,unknown,Mr.,Forrest301,Lubowitz58,unknown,unknown,M,white,nonhispanic,M,Sheffield  Massachusetts  US,372 Price Common Suite 2,Cambridge,Massachusetts,Middlesex County,2139.0,42.32625857752876,-71.07786157
2aa3ac2a-88c6-3253-547d-6d8ed69790a3,1933-09-12,unknown,Mr.,Williams176,Harris789,unknown,unknown,M,black,nonhispanic,M,Wilmington  Massachusetts  US,387 Sporer Club,Everett,Massachusetts,Middlesex County,2131.5,42.38542216602803,-71.09093001
6e34dcee-3c9e-8d2c-fe3e-6280c888fc9f,1937-10-09,unknown,Mrs.,Kathern391,Bernhard322,unknown,Metz686,M,white,nonhispanic,F,Reading  Massachusetts  US,604 Considine Underpass Apt 94,Boston,Massachusetts,Suffolk County,2132.0,42.32904306924482,-71.08503705
d9022f6b-bae7-3d48-2f27-a3a8ad65f328,1959-12-02,unknown,Mr.,Dallas143,Labadie908,unknown,unknown,S,black,nonhispanic,M,Chicopee  Massachusetts  US,600 Kub Estate Suite 45,Everett,Massachusetts,Middlesex County,2149.0,42.36236951,-71.08283551
bff05694-377c-4ee3-63af-131a07997d94,1932-03-08,unknown,Mrs.,Josette398,Hermiston71,unknown,Pfeffer420,M,black,nonhispanic,F,Amherst  Massachusetts  US,1008 Williamson Track,Boston,Massachusetts,Suffolk County,2126.0,42.39620507013145,-71.00415183
e3a022ff-f2e0-87b2-a704-68ee3a715c17,1942-06-16,unknown,Mr.,Orville751,Corwin846,unknown,unknown,M,black,nonhispanic,M,Franklin  Massachusetts  US,735 Ratke Station Suite 14,Boston,Massachusetts,Suffolk County,2114.0,42.26234642773972,-71.00682236
d5e6d112-f9ef-173b-fe14-e42b480f82c1,1924-11-19,2014-04-21,Mr.,Napoleon578,Wyman904,unknown,unknown,M,asian,nonhispanic,M,Ahmedabad  Gujarat  IN,921 Bins Course,Melrose,Massachusetts,Middlesex County,2131.5,42.43930059835157,-71.08471284
b6633ebf-174a-d0ed-d917-d8289127b1be,1926-07-14,2016-11-06,Mr.,Quentin28,Schmidt332,unknown,unknown,S,white,nonhispanic,M,Lincoln  Massachusetts  US,562 Feil Promenade Suite 27,Chelsea,Massachusetts,Suffolk County,2131.5,42.40031246172902,-71.00721197
0fd3c446-4569-9833-c951-0c92c199f07b,1966-09-25,unknown,Mr.,Ahmed109,Kreiger457,unknown,unknown,M,white,nonhispanic,M,Braintree  Massachusetts  US,215 Gibson Viaduct,Cambridge,Massachusetts,Middlesex County,2138.0,42.35460505481156,-71.14437601
02b80efd-efca-43aa-457c-9115da86f227,1946-04-02,unknown,Mrs.,Raquel318,Abeyta738,unknown,Briones478,M,white,hispanic,F,Bogota  Bogota  CO,775 Runte Neck,Boston,Massachusetts,Suffolk County,2122.0,42.3317467698251,-71.13018605
03751d2d-391e-a681-dbf6-4255e9f01e18,1926-07-14,unknown,Mr.,Les282,Stroman228,unknown,unknown,M,white,nonhispanic,M,Belmont  Massachusetts  US,214 Beier Port Unit 78,Chelsea,Massachusetts,Suffolk County,2149.0,42.38920926383376,-71.04799462
1433001f-a2c3-b2ca-6482-2052272b1f8a,1947-08-09,unknown,Ms.,Brooke250,Romaguera67,unknown,unknown,S,white,nonhispanic,F,South Yarmouth  Massachusetts  US,490 Bins Branch,Cambridge,Massachusetts,Middlesex County,2140.0,42.34396228903505,-71.07296154
199efcd5-d957-4955-36e0-e365ebccaf8d,1923-01-18,unknown,Mrs.,Tawana222,Shanahan202,unknown,Cole117,M,white,nonhispanic,F,Somerville  Massachusetts  US,157 Metz Arcade,Boston,Massachusetts,Suffolk County,2130.0,42.32946952553188,-71.07881887
6948196b-502e-3b25-db84-97da3bfe065e,1957-10-14,unknown,Mrs.,Lesley194,Kozey370,unknown,Kassulke119,M,white,nonhispanic,F,Townsend  Massachusetts  US,911 Auer Terrace Unit 19,Cohasset,Massachusetts,Norfolk County,2131.5,42.26071135314172,-70.76346235
0292e8ad-61bf-0676-db49-fb08c34db695,1931-04-21,unknown,Ms.,Lorene243,Gleichner915,unknown,unknown,S,white,nonhispanic,F,Holyoke  Massachusetts  US,332 Feil Stravenue,Quincy,Massachusetts,Norfolk County,2171.0,42.33948897433901,-71.03529662
e78af289-da60-41b5-a99c-b79a4a4a4679,1925-01-15,2012-11-22,Mrs.,Maragret485,Lang846,unknown,Armstrong51,M,black,nonhispanic,F,Mansfield  Massachusetts  US,1009 Keebler Rest,Weymouth,Massachusetts,Norfolk County,2131.5,42.21186802499066,-70.90500388
f29194e5-3f66-388b-f4d4-c9e533beaad8,1948-03-28,unknown,Mr.,Erik495,Swaniawski813,unknown,unknown,M,white,hispanic,M,South Yarmouth  Massachusetts  US,257 Flatley Key,Boston,Massachusetts,Suffolk County,2127.0,42.32991911112041,-71.03540722
62f367e5-9661-4871-a6ed-b468c7d1f991,1964-04-22,unknown,Mrs.,Lacresha805,Lindgren255,unknown,Macejkovic424,M,white,nonhispanic,F,Berlin  Massachusetts  US,414 Beer Highlands,Boston,Massachusetts,Suffolk County,2127.0,42.34548046969051,-71.0151292
aabf3963-198e-6835-dce9-c1be2764097b,1925-01-15,unknown,Mrs.,Raelene218,Collins926,unknown,Bechtelar572,M,black,nonhispanic,F,Medford  Massachusetts  US,844 Mertz Village,Weymouth,Massachusetts,Norfolk County,2190.0,42.21641404063158,-70.91358398
3854c2ea-24a8-1aaa-9d17-3a5c09a10a58,1980-11-12,unknown,Mrs.,Vennie613,Collins926,unknown,Simonis280,M,black,hispanic,F,Norwood  Massachusetts  US,773 Kuhlman Forge,Boston,Massachusetts,Suffolk County,2129.0,42.29465667,-71.05851065
1bfeb285-817e-4eda-6fbb-609706127115,1929-04-01,unknown,Mr.,Bradford382,Ullrich385,unknown,unknown,M,white,hispanic,M,Springfield  Massachusetts  US,983 Batz Overpass Suite 32,Revere,Massachusetts,Suffolk County,2151.0,42.40634961616074,-70.97321276
b7030cea-cd53-4db0-55d0-9b30750f2192,1951-03-24,unknown,Mr.,Bruce167,O'Keefe54,unknown,unknown,M,white,nonhispanic,M,Marlborough  Massachusetts  US,170 Balistreri Branch,Boston,Massachusetts,Suffolk County,2111.0,42.33785514486337,-71.05577677
6bb75dff-1c16-69a0-5ce7-8569ffe75327,1925-11-16,2018-05-27,Mr.,Rudy520,Marvin195,unknown,unknown,M,black,nonhispanic,M,Boston  Massachusetts  US,986 Huels Junction,Boston,Massachusetts,Suffolk County,2110.0,42.36329938,-70.97245506
4c845125-220e-960e-03da-9189d4fd70bb,1925-11-16,2014-01-13,Mr.,Sid118,Hermann103,unknown,unknown,M,black,nonhispanic,M,Bedford  Massachusetts  US,418 VonRueden Lodge Apt 89,Boston,Massachusetts,Suffolk County,2121.0,42.35740568722519,-71.01568654
e0867090-d205-d292-5722-05a10eda9be8,1925-11-16,unknown,Mr.,Demarcus108,Ankunding277,unknown,unknown,M,black,nonhispanic,M,Newton  Massachusetts  US,713 Kuhlman Promenade,Boston,Massachusetts,Suffolk County,2116.0,42.37027921,-71.11640821
3531d861-1f85-cdf8-63da-4a5b052410dd,1935-06-25,2021-01-13,Mr.,Adán600,Feliciano160,unknown,unknown,M,black,hispanic,M,Roseau  Saint George  DM,664 McLaughlin Boulevard,Boston,Massachusetts,Suffolk County,2129.0,42.32906636715323,-71.09562163
7811ad1e-3baf-5d00-6664-01c7396f67c9,1989-02-15,unknown,Mrs.,Danuta945,Witting912,unknown,Carter549,M,white,nonhispanic,F,Somerset  Massachusetts  US,425 Rath Lane Apt 1,Boston,Massachusetts,Suffolk County,2120.0,42.32601151306958,-71.06484699
187dd60c-abb1-c51d-c8b4-f86c06d4e34d,1935-06-25,2019-05-31,Mr.,Pedro316,Jasso472,unknown,unknown,M,black,hispanic,M,Carolina  Puerto Rico  PR,245 Price Flat Unit 67,Boston,Massachusetts,Suffolk County,2129.0,42.283601122378,-71.04173461
c7c160d0-9f14-c10b-9767-d42551ab308b,1924-07-19,2016-08-31,Mrs.,Myrtice99,Murphy561,unknown,Quitzon246,M,asian,nonhispanic,F,Boston  Massachusetts  US,470 Lynch Crossing,Boston,Massachusetts,Suffolk County,2135.0,42.37919464877354,-71.05930565
96badead-f6a4-2a0b-6fa6-092a83e68c2f,1975-11-14,unknown,Mrs.,China583,Klein929,unknown,Brown30,M,white,nonhispanic,F,Brockton  Massachusetts  US,554 Ryan Spur Suite 53,Revere,Massachusetts,Suffolk County,2131.5,42.37437289122978,-70.95464165
0517eef6-a917-9ec3-dea0-cb101e2af480,1973-02-26,2017-02-13,Mr.,Wilmer32,Blanda868,unknown,unknown,M,white,nonhispanic,M,Wrentham  Massachusetts  US,266 Moore Well Suite 6,Boston,Massachusetts,Suffolk County,2121.0,42.35474371968981,-71.03771635
6ae160e8-2a4a-b0d7-a3ed-3ce0da6c6843,1965-08-19,unknown,Mr.,James276,Emmerich580,unknown,unknown,M,white,nonhispanic,M,Attleboro  Massachusetts  US,643 Krajcik Fort Unit 64,Stoneham,Massachusetts,Middlesex County,2180.0,42.45389858987082,-71.14672493
5f49f1b4-19fd-6f0d-0863-de06544e7364,1945-09-10,unknown,Mrs.,Patrina117,Jacobson885,unknown,Herzog843,M,white,nonhispanic,F,Brockton  Massachusetts  US,725 Langosh Green Apt 21,Boston,Massachusetts,Suffolk County,2203.0,42.26733505458719,-71.01416934
df607b64-3d5e-5795-1646-edd2ccf55192,1927-11-06,unknown,Mrs.,Tisha655,Yost751,unknown,Champlin946,M,white,nonhispanic,F,Milford  Massachusetts  US,437 Price Byway Apt 45,Boston,Massachusetts,Suffolk County,2122.0,42.32836531824568,-71.13222147
8d57a1ad-a587-2cff-3bc9-fa5a58289240,1950-07-28,unknown,Mr.,Joshua658,Baumbach677,unknown,unknown,M,white,hispanic,M,Brockton  Massachusetts  US,628 Kub Track Unit 8,Boston,Massachusetts,Suffolk County,2135.0,42.32085319809597,-71.05400208
e6bca1f5-d166-438c-b627-15320eaade3f,1979-06-24,unknown,Mrs.,Berta524,Weissnat378,unknown,Eichmann909,M,black,nonhispanic,F,Belmont  Massachusetts  US,326 Kuvalis Center,Boston,Massachusetts,Suffolk County,2163.0,42.37716805070441,-71.03183375
c87b91af-3193-69fb-b167-9fc1c50a05d3,1959-02-14,2020-10-27,Mrs.,Alejandrina481,Heathcote539,unknown,O'Hara248,M,white,nonhispanic,F,Malden  Massachusetts  US,459 Treutel Trafficway,Cambridge,Massachusetts,Middlesex County,2142.0,42.37163274615521,-71.04472251
ab3fd21f-2823-04a5-a4ce-5311023199e1,1936-11-01,unknown,Mr.,Kelley882,Treutel973,unknown,unknown,M,asian,nonhispanic,M,Busan  Busan  KR,477 Schneider Neck,Cambridge,Massachusetts,Middlesex County,2131.5,42.3440473577348,-71.12832576
e304e5e1-b556-d7ce-b776-eb6cea1e5143,1946-01-16,unknown,Mrs.,Nan75,Daniel959,unknown,Flatley871,M,black,nonhispanic,F,Holyoke  Massachusetts  US,740 Volkman Parade Apt 87,Boston,Massachusetts,Suffolk County,2134.0,42.34022054141977,-71.00347422
5dcb295d-92df-a147-ebcc-aa49b6262830,1930-05-24,unknown,Mr.,Ward668,Nicolas769,unknown,unknown,M,white,nonhispanic,M,Reading  Massachusetts  US,841 Stracke Ville,Weymouth,Massachusetts,Norfolk County,2191.0,42.22241971443018,-70.93333532
2fba7dea-4301-5e5d-e855-04e47ae148d9,1981-10-29,unknown,Mr.,Charles364,Hayes766,PhD,unknown,M,white,nonhispanic,M,Worcester  Massachusetts  US,1098 Hermiston Flat,Hingham,Massachusetts,Plymouth County,2131.5,42.21071824866543,-70.90633533
4aae2c97-0926-2095-ec40-a43ab2aaa9b9,1971-08-26,unknown,Mrs.,Linsey338,Thiel172,unknown,Baumbach677,M,white,hispanic,F,Yarmouth  Massachusetts  US,519 Auer Wynd,Chelsea,Massachusetts,Suffolk County,2131.5,42.37865434512951,-70.98387752
f10f2d5d-eb60-86a3-accb-abe6eb1312c0,1969-03-21,unknown,Mr.,Lucas404,Suárez24,unknown,unknown,M,white,hispanic,M,Puebla  Puebla  MX,540 Cole Byway,Cohasset,Massachusetts,Norfolk County,2131.5,42.23066158390127,-70.83648667
42d47ab6-c31b-2815-38c2-43cba1744dce,1966-08-18,unknown,Mrs.,Mollie266,Christiansen251,unknown,Halvorson124,M,white,nonhispanic,F,Randolph  Massachusetts  US,203 Thiel Ferry,Quincy,Massachusetts,Norfolk County,2131.5,42.29136773182941,-71.04786578
2607919d-bfeb-acb1-9bf4-3716a460f970,1922-05-31,2012-07-11,Mr.,Armando772,Barela183,unknown,unknown,M,white,hispanic,M,Juarez  Chihuahua  MX,462 Boyle Esplanade,Boston,Massachusetts,Suffolk County,2118.0,42.35526405733037,-71.04153328
7ea6bcc8-754c-3186-a192-d7115497c7ec,1962-12-05,unknown,Mr.,Len277,Ebert178,unknown,unknown,M,white,nonhispanic,M,Millbury  Massachusetts  US,902 Bechtelar Gate Unit 15,Boston,Massachusetts,Suffolk County,2120.0,42.38173262086815,-71.07412997
712e95dd-f313-39c7-1fc9-8463c15c105f,1922-05-31,2013-08-29,Mr.,Benito209,Zavala169,unknown,unknown,S,white,hispanic,M,Roseau  Saint George  DM,1059 Parisian Wynd Suite 52,Boston,Massachusetts,Suffolk County,2109.0,42.36541449590767,-71.03179418
512ea0ee-ef07-fd6c-4cba-8318dc996075,1969-02-10,unknown,Mr.,Ira784,Lowe577,unknown,unknown,M,white,nonhispanic,M,Reading  Massachusetts  US,1054 Hoeger Trafficway Unit 12,Quincy,Massachusetts,Norfolk County,2186.0,42.27404469991986,-70.98844879
da7825b5-255a-ebeb-b93a-06fb3081e2bb,1935-10-01,unknown,Mr.,Pablo44,Gamez720,unknown,unknown,M,white,hispanic,M,Puebla  Puebla  MX,683 Kovacek Viaduct,Boston,Massachusetts,Suffolk County,2109.0,42.34389456,-71.05854646
d985cd4b-b1db-dfe8-4b07-66bc9b840ea0,1931-03-27,unknown,Mrs.,Dottie687,Bogan287,unknown,Nicolas769,M,white,nonhispanic,F,Foxborough  Massachusetts  US,377 Koss Mews Apt 18,Newton,Massachusetts,Middlesex County,2459.0,42.32913923324933,-71.11763234
ef045053-7be8-48a5-935e-1115da877558,1931-10-21,2020-01-31,Mrs.,Rocio28,Metz686,unknown,Lakin515,M,white,hispanic,F,Boston  Massachusetts  US,944 Mitchell Rapid,Boston,Massachusetts,Suffolk County,2124.0,42.36101237674581,-71.06430876
74cdca0e-2569-c4bd-c985-8feb258ea72a,1964-09-16,unknown,Mrs.,Jude172,Hills818,unknown,Kovacek682,M,white,nonhispanic,F,Randolph  Massachusetts  US,719 Bergstrom Mall,Weymouth,Massachusetts,Norfolk County,2131.5,42.21591185425797,-70.90889389
1f982a4d-c162-88d5-415b-fc4cab367c1b,1925-06-01,2017-04-12,Mrs.,Cindi877,Torp761,unknown,Glover433,M,white,hispanic,F,Oakham  Massachusetts  US,684 Hermiston Divide Apt 70,Weymouth,Massachusetts,Norfolk County,2189.0,42.22138423428672,-70.9119636
0c5abaaf-01be-55ac-a808-3afc6407fe0b,1935-04-13,unknown,Mrs.,Beryl690,Roob72,unknown,Ebert178,M,white,nonhispanic,F,Beverly  Massachusetts  US,896 Bechtelar Port Suite 15,Medford,Massachusetts,Middlesex County,2155.0,42.39463733896457,-71.09902214
d24a4830-99cd-5eb4-7a38-1e1db54d1b86,1925-06-01,unknown,Ms.,Sophia44,Marvin195,unknown,unknown,S,white,hispanic,F,New Bedford  Massachusetts  US,1093 Pagac Stravenue,Weymouth,Massachusetts,Norfolk County,2188.0,42.24663484402572,-70.9025968
7bde0c43-9a52-1c09-09ec-6d601f253542,1953-11-23,unknown,Mr.,Chauncey770,Jacobi462,unknown,unknown,S,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,421 Cummerata Dam Unit 42,Boston,Massachusetts,Suffolk County,2163.0,42.39365053382989,-71.03985736
2719fc7b-15c7-b325-5cb9-958e47ee72a0,1963-02-10,unknown,Mr.,Delbert384,Effertz744,unknown,unknown,S,white,nonhispanic,M,Milford  Massachusetts  US,656 Lueilwitz Bypass,Boston,Massachusetts,Suffolk County,2467.0,42.29608004257685,-71.04375561
8947b128-12be-4a4a-5e08-6f60059a3341,1958-03-21,unknown,Mr.,James276,Oberbrunner298,unknown,unknown,S,white,nonhispanic,M,North Adams  Massachusetts  US,822 Conroy Mill Unit 58,Boston,Massachusetts,Suffolk County,2130.0,42.29811569288919,-71.03937917
5225f1fe-4646-8467-3a32-306b2512d0e2,1985-03-22,unknown,Mr.,Claude750,Batz141,unknown,unknown,M,white,nonhispanic,M,Norwood  Massachusetts  US,656 Blanda Light Apt 9,Boston,Massachusetts,Suffolk County,2114.0,42.31018688564881,-71.07567979
9b6a7d3e-3cf2-3c4a-029e-bc7f3d15ca20,1931-08-26,unknown,Mr.,Teodoro374,Heredia716,unknown,unknown,M,black,hispanic,M,Juarez  Chihuahua  MX,805 Tromp Flat,Boston,Massachusetts,Suffolk County,2120.0,42.33325872,-71.06150122
c53839c6-8871-a6ff-df1d-9e3d89c4d000,1952-08-31,2021-05-15,Mr.,Myles862,Kling921,JD,unknown,M,white,nonhispanic,M,Dracut  Massachusetts  US,1097 Kirlin Route,Medford,Massachusetts,Middlesex County,2155.0,42.43946629764402,-71.12722299
b0d73413-9b99-241f-dea2-f82f4e63cf32,1941-06-19,unknown,Ms.,Sun500,Keebler762,unknown,unknown,S,white,nonhispanic,F,Boston  Massachusetts  US,525 Goyette Branch,Chelsea,Massachusetts,Suffolk County,2131.5,42.37651485269529,-71.00474775
c0ce7000-bcff-c39c-705f-a81a147b3dfe,1947-08-18,unknown,Mrs.,Kymberly381,Roob72,unknown,Ernser583,M,white,nonhispanic,F,Arlington  Massachusetts  US,204 Funk Crossroad,Weymouth,Massachusetts,Norfolk County,2190.0,42.279943155627,-70.96665026
2f6c035b-a11d-9373-89af-0cb2195592d2,1977-04-05,unknown,Ms.,Demetra94,Sawayn19,unknown,unknown,S,white,nonhispanic,F,Acton  Massachusetts  US,816 Mante Landing Suite 85,Quincy,Massachusetts,Norfolk County,2186.0,42.29608982788502,-71.0077614
e051f8a9-b93e-e32c-5b27-948e919f5590,1950-06-15,unknown,Mr.,Cornell131,Fadel536,unknown,unknown,M,black,hispanic,M,Boston  Massachusetts  US,855 Botsford Drive,Chelsea,Massachusetts,Suffolk County,2149.0,42.36715473955997,-71.05052862
83d1e9b6-facd-e50f-6efb-2bdf2bc80145,1930-04-25,2016-04-09,Mr.,Clemente531,Vergara204,unknown,unknown,S,white,hispanic,M,Kingston  Kingston  JM,748 Crona Parade Unit 76,Boston,Massachusetts,Suffolk County,2116.0,42.32087654584991,-71.11937412
6e8e0498-187a-d038-c7af-716b12e70455,1971-07-05,unknown,Ms.,Carla633,Urrutia540,unknown,unknown,S,black,hispanic,F,Santiago  Santiago Province  CL,574 Schulist Mews Apt 60,Boston,Massachusetts,Suffolk County,2124.0,42.31333442195972,-71.05674211
8e6b0a8e-a11d-c938-9bf8-499d8378db12,1930-04-25,2021-05-04,Mr.,José María211,Delgadillo349,unknown,unknown,M,white,hispanic,M,Port-au-Prince  Haiti  HT,449 Goyette Way Unit 73,Boston,Massachusetts,Suffolk County,2111.0,42.29237388674281,-71.03367098
4c1a0408-1189-83df-4ae5-8d6311b97aea,1970-04-16,unknown,Ms.,Lucina142,Wiegand701,unknown,unknown,S,white,nonhispanic,F,Springfield  Massachusetts  US,190 Jast Extension Unit 70,Boston,Massachusetts,Suffolk County,2124.0,42.30349971862199,-70.99961837
30de7fd4-ffab-b738-ba5b-cb630dad3d5c,1924-04-13,unknown,Mrs.,Margert370,Pagac496,unknown,Will178,M,white,nonhispanic,F,Brockton  Massachusetts  US,610 Stark Knoll Apt 93,Boston,Massachusetts,Suffolk County,2199.0,42.36468271092244,-71.04827059
09e300d4-71f6-d2c2-88ea-27b607513e96,1953-10-25,unknown,Mrs.,Lakisha305,Rolfson709,unknown,Nolan344,M,white,nonhispanic,F,Springfield  Massachusetts  US,325 Jakubowski Bay Unit 78,Boston,Massachusetts,Suffolk County,2132.0,42.37522187665297,-70.98508245
a920948a-7a64-e642-44b8-605ebcef09b1,1932-03-06,unknown,Mr.,Javier97,Ruiz676,unknown,unknown,M,white,hispanic,M,Bogota  Bogota  CO,305 Cole Bridge Apt 94,Boston,Massachusetts,Suffolk County,2163.0,42.34748192713533,-71.0156188
28fb4473-1424-1fda-aa52-105bd7abaec3,1954-10-04,unknown,Ms.,Delinda651,Waelchi213,unknown,unknown,S,white,nonhispanic,F,Holden  Massachusetts  US,798 Satterfield Run,Cambridge,Massachusetts,Middlesex County,2141.0,42.32026438993589,-71.05744275
